,Unnamed: 0,timestamp_x,cookie_id,campaign_id,external_site_id,impressions,timestamp_y,clics,timestamp,product_id,gender,dept,price,age,achats
172,172,1761976645,9688431913,3,765047,impressions,,,,,,,,,
173,173,1761976779,969016717,1,570141,impressions,,,,,,,,,
174,174,1761976901,7048447933,3,182313,impressions,1761979142.0,clics,1763303606.0,1.0,m,88,354.0,65.0,achats
175,175,1761977040,9754112561,1,463116,impressions,,,,,,,,,
176,176,1761977263,6414481930,1,937118,impressions,1761977978.0,clics,,,,,,,
177,177,1761977354,3320735310,2,984173,impressions,,,,,,,,,
178,178,1761977374,6253696084,3,972688,impressions,,,,,,,,,
179,179,1761977653,65337299,3,820869,impressions,,,,,,,,,
180,180,1761977858,8473431288,2,52311,impressions,1761980941.0,clics,,,,,,,
181,181,1761977890,5922821387,1,803155,impressions,,,,,,,,,
182,182,1761978100,9270066306,3,84789,impressions,1761993576.0,clics,,,,,,,
183,183,1761978201,7267912803,2,819761,impressions,,,,,,,,,
184,184,1761978243,3783997176,2,445402,impressions,,,,,,,,,
185,185,1761978363,249400210,1,253169,impressions,,,,,,,,,
186,186,1761978365,730794357,3,297918,impressions,,,,,,,,,
187,187,1761978456,3073100802,3,882037,impressions,,,,,,,,,
188,188,1761978515,4340037228,3,166718,impressions,,,,,,,,,
189,189,1761978647,9737230494,2,842319,impressions,,,,,,,,,
190,190,1761978870,7973618130,2,458362,impressions,,,,,,,,,
191,191,1761978951,8706749612,1,346957,impressions,,,,,,,,,
192,192,1761979019,1113137999,1,831568,impressions,,,,,,,,,
193,193,1761979073,3948995281,2,683440,impressions,,,,,,,,,
194,194,1761979088,4970796029,3,107579,impressions,1761979884.0,clics,,,,,,,
195,195,1761979202,8211741942,3,724865,impressions,,,,,,,,,
196,196,1761979338,8682347100,1,829494,impressions,,,,,,,,,
197,197,1761979361,5717053414,3,293351,impressions,,,,,,,,,
198,198,1761979679,2947048559,2,768139,impressions,,,,,,,,,
199,199,1761979873,2672813120,2,56511,impressions,,,,,,,,,
200,200,1761980034,1389761077,2,480553,impressions,,,,,,,,,
201,201,1761980316,9435449409,2,843794,impressions,,,,,,,,,
202,202,1761980404,8913086476,1,784423,impressions,,,,,,,,,
203,203,1761980481,9232983089,3,891957,impressions,,,,,,,,,
204,204,1761980573,4897652942,1,451399,impressions,,,,,,,,,
205,205,1761980575,9316929873,2,903075,impressions,,,,,,,,,
206,206,1761980607,7537845151,2,121048,impressions,,,,,,,,,
207,207,1761980608,3928547202,1,359086,impressions,,,,,,,,,
208,208,1761980636,8311178955,1,551641,impressions,,,,,,,,,
209,209,1761980681,3637399005,1,470633,impressions,,,,,,,,,
210,210,1761980694,66223661,2,177005,impressions,,,,,,,,,
211,211,1761980791,9435307682,1,346725,impressions,,,,,,,,,
212,212,1761980822,6637084048,3,834615,impressions,,,,,,,,,
213,213,1761980827,4449702625,3,933060,impressions,,,,,,,,,
214,214,1761981011,3389593451,1,764126,impressions,,,,,,,,,
215,215,1761981096,9187394452,2,369515,impressions,,,,,,,,,
216,216,1761981152,7998099813,1,874056,impressions,,,,,,,,,
217,217,1761981185,483607399,1,593298,impressions,,,,,,,,,
218,218,1761981377,1524141418,3,705444,impressions,,,,,,,,,
219,219,1761981508,1429174505,3,924802,impressions,,,,,,,,,
220,220,1761981637,8574112912,3,149970,impressions,,,,,,,,,
221,221,1761981675,7560868998,2,133087,impressions,,,,,,,,,
222,222,1761981820,6723560852,2,160444,impressions,,,,,,,,,
223,223,1761981845,2685908489,1,487059,impressions,,,,,,,,,
224,224,1761981956,8412489585,2,493423,impressions,,,,,,,,,
225,225,1761982141,681804343,2,395532,impressions,,,,,,,,,
226,226,1761982513,3121359890,2,485906,impressions,,,,,,,,,
227,227,1761982728,449136067,2,563635,impressions,,,,,,,,,
228,228,1761983081,591732195,1,973287,impressions,,,,,,,,,
229,229,1761983203,8484188844,2,894263,impressions,,,,,,,,,
230,230,1761983280,4589951295,2,801860,impressions,,,,,,,,,
231,231,1761983369,6815939140,3,473448,impressions,,,,,,,,,
232,232,1761983418,5048807097,2,956449,impressions,,,,,,,,,
233,233,1761983518,5520099103,2,906721,impressions,,,,,,,,,
234,234,1761983707,5273131222,2,530004,impressions,,,,,,,,,
235,235,1761983798,9182698967,2,644089,impressions,,,,,,,,,
236,236,1761983807,5248324234,1,228627,impressions,,,,,,,,,
237,237,1761983896,6000015966,1,497713,impressions,,,,,,,,,
238,238,1761984015,5068759200,1,38700,impressions,,,,,,,,,
239,239,1761984042,9850329843,2,885406,impressions,,,,,,,,,
240,240,1761984108,5113310281,3,727403,impressions,,,,,,,,,
241,241,1761984159,4844499598,1,963277,impressions,,,,,,,,,
242,242,1761984280,6756617823,1,622729,impressions,,,,,,,,,
243,243,1761984309,976029906,1,179498,impressions,1762512711.0,clics,,,,,,,
244,244,1761984609,5814643792,3,994370,impressions,,,,,,,,,
245,245,1761984686,5847334226,1,670248,impressions,1761986084.0,clics,,,,,,,
246,246,1761985033,7648029252,1,177514,impressions,,,,,,,,,
247,247,1761985142,6766874153,1,487935,impressions,,,,,,,,,
248,248,1761985255,9418662722,1,202655,impressions,,,,,,,,,
249,249,1761985389,5764431277,1,434374,impressions,,,,,,,,,
250,250,1761985417,3835061038,3,92860,impressions,,,,,,,,,
251,251,1761985519,6337535262,1,502467,impressions,,,,,,,,,
252,252,1761985593,1518577713,3,593298,impressions,,,,,,,,,
253,253,1761985600,864463879,2,334132,impressions,,,,,,,,,
254,254,1761985750,1638619642,3,882546,impressions,,,,,,,,,
255,255,1761985861,3364863638,2,335053,impressions,,,,,,,,,
256,256,1761985895,6139337407,2,453518,impressions,,,,,,,,,
257,257,1761985956,6400014254,2,469345,impressions,,,,,,,,,
258,258,1761986005,5356187574,3,248280,impressions,,,,,,,,,
259,259,1761986026,865443234,3,4013,impressions,,,,,,,,,
260,260,1761986039,9815348573,2,485030,impressions,,,,,,,,,
261,261,1761986059,8860914398,2,626562,impressions,,,,,,,,,
262,262,1761986270,2249900359,2,514828,impressions,,,,,,,,,
263,263,1761986410,7375089750,3,353920,impressions,,,,,,,,,
264,264,1761986414,32410865,2,683627,impressions,,,,,,,,,
265,265,1761986428,6492663338,3,908473,impressions,,,,,,,,,
266,266,1761986492,2246338835,1,595559,impressions,,,,,,,,,
267,267,1761986547,7094153774,3,650086,impressions,,,,,,,,,
268,268,1761986726,3369857869,1,394888,impressions,,,,,,,,,
269,269,1761986803,8158567988,2,122156,impressions,,,,,,,,,
270,270,1761987319,2675089908,2,20941,impressions,,,,,,,,,
271,271,1761987413,7618913183,1,100197,impressions,,,,,,,,,
272,272,1761987498,222433913,2,77040,impressions,1761990735.0,clics,,,,,,,
273,273,1761987720,1440540246,1,924248,impressions,,,,,,,,,
274,274,1761987767,6621843495,3,996863,impressions,,,,,,,,,
275,275,1761987782,6960525721,2,978131,impressions,,,,,,,,,
276,276,1761987828,714424441,2,754071,impressions,,,,,,,,,
277,277,1761988066,5224110951,1,493700,impressions,,,,,,,,,
278,278,1761988104,7242192860,1,585317,impressions,,,,,,,,,
279,279,1761988145,4206649610,1,532175,impressions,,,,,,,,,
280,280,1761988145,8765594259,3,183189,impressions,,,,,,,,,
281,281,1761988275,7146457507,2,187569,impressions,,,,,,,,,
282,282,1761988295,2212646357,1,819117,impressions,,,,,,,,,
283,283,1761988328,2203613036,1,146511,impressions,,,,,,,,,
284,284,1761988630,3168536965,2,436036,impressions,,,,,,,,,
285,285,1761988847,9074878016,2,626285,impressions,,,,,,,,,
286,286,1761988866,9313235075,2,645751,impressions,,,,,,,,,
287,287,1761988895,2137081077,2,247172,impressions,,,,,,,,,
288,288,1761989015,3131849061,2,151632,impressions,,,,,,,,,
289,289,1761989267,2968755813,3,708858,impressions,,,,,,,,,
290,290,1761989566,2029834995,2,20020,impressions,,,,,,,,,
291,291,1761989770,3863012082,2,605846,impressions,,,,,,,,,
292,292,1761989815,2211855778,2,536143,impressions,,,,,,,,,
293,293,1761989886,8331241883,3,671446,impressions,,,,,,,,,
294,294,1761990094,8091940536,1,59925,impressions,,,,,,,,,
295,295,1761990377,2164525093,1,876781,impressions,,,,,,,,,
296,296,1761990378,5259668964,2,377586,impressions,1761992468.0,clics,,,,,,,
297,297,1761990528,5002660086,1,745581,impressions,,,,,,,,,
298,298,1761990548,5558753849,3,771321,impressions,,,,,,,,,
299,299,1761990698,3792653441,3,181759,impressions,,,,,,,,,
300,300,1761990719,2915045794,1,319967,impressions,,,,,,,,,
301,301,1761990773,6601255853,3,255520,impressions,,,,,,,,,
302,302,1761990789,9554597531,3,341237,impressions,1761991216.0,clics,1764551728.0,5.0,f,60,89.0,37.0,achats
303,303,1761990871,9000015252,3,674628,impressions,,,,,,,,,
304,304,1761990913,5730879142,1,586702,impressions,,,,,,,,,
305,305,1761991100,3641488051,2,489919,impressions,,,,,,,,,
306,306,1761991118,3735178603,2,905613,impressions,,,,,,,,,
307,307,1761991179,7452163029,2,683717,impressions,,,,,,,,,
308,308,1761991185,3826797219,1,764635,impressions,,,,,,,,,
309,309,1761991267,7807093704,2,670660,impressions,,,,,,,,,
310,310,1761991269,834932897,3,743365,impressions,,,,,,,,,
311,311,1761991292,2591929831,2,808321,impressions,,,,,,,,,
312,312,1761991556,9058817938,3,185495,impressions,,,,,,,,,
313,313,1761991591,7053226202,3,975780,impressions,,,,,,,,,
314,314,1761991659,7295507401,1,941917,impressions,1764585712.0,clics,,,,,,,
315,315,1761991685,8741769737,1,397606,impressions,,,,,,,,,
316,316,1761991710,4311266313,1,803709,impressions,,,,,,,,,
317,317,1761991745,5218237447,2,45438,impressions,,,,,,,,,
318,318,1761991748,1956959609,3,575217,impressions,,,,,,,,,
319,319,1761991943,964433388,3,483368,impressions,1761993316.0,clics,,,,,,,
320,320,1761991952,7252791462,3,938780,impressions,,,,,,,,,
321,321,1761992005,9450256007,3,47235,impressions,,,,,,,,,
322,322,1761992011,3019021766,1,610368,impressions,,,,,,,,,
323,323,1761992239,9964726635,3,665172,impressions,,,,,,,,,
324,324,1761992263,650662842,2,456932,impressions,,,,,,,,,
325,325,1761992300,3195917389,3,993861,impressions,,,,,,,,,
326,326,1761992343,5441540211,3,767263,impressions,,,,,,,,,
327,327,1761992528,7923533210,1,990357,impressions,,,,,,,,,
328,328,1761992655,779344662,3,477738,impressions,,,,,,,,,
329,329,1761992669,2532467966,3,409465,impressions,,,,,,,,,
330,330,1761992890,2695294807,1,464823,impressions,,,,,,,,,
331,331,1761992922,4037893887,3,434097,impressions,,,,,,,,,
332,332,1761992988,2070912951,1,838583,impressions,1761995305.0,clics,,,,,,,
333,333,1761992989,7779303938,1,3459,impressions,1761995306.0,clics,,,,,,,
334,334,1761993064,3057399116,3,722746,impressions,,,,,,,,,
335,335,1761993134,8714350016,2,899294,impressions,,,,,,,,,
336,336,1761993152,7639596685,2,60015,impressions,,,,,,,,,
337,337,1761993214,4449149458,2,546520,impressions,,,,,,,,,
338,338,1761993220,8639758875,3,273511,impressions,,,,,,,,,
339,339,1761993463,487356466,3,1520,impressions,,,,,,,,,
340,340,1761993472,4134784846,2,304282,impressions,,,,,,,,,
341,341,1761993526,3110147037,2,953267,impressions,,,,,,,,,
342,342,1761993721,4929276616,3,258335,impressions,,,,,,,,,
343,343,1761993734,893608652,2,468649,impressions,,,,,,,,,
344,344,1761993838,6538449055,3,163581,impressions,,,,,,,,,
345,345,1761994034,3885725804,2,578631,impressions,,,,,,,,,
346,346,1761994069,7759109257,1,964939,impressions,,,,,,,,,
347,347,1761994083,8496767480,1,512432,impressions,,,,,,,,,
348,348,1761994119,6728604567,1,222720,impressions,,,,,,,,,
349,349,1761994183,5756120103,2,582457,impressions,,,,,,,,,
350,350,1761994204,8926981239,2,806427,impressions,,,,,,,,,
351,351,1761994224,703536384,2,577568,impressions,,,,,,,,,
352,352,1761994290,9860068794,3,551042,impressions,,,,,,,,,
353,353,1761994375,1334990381,3,467084,impressions,1761996499.0,clics,,,,,,,
354,354,1761994458,5066064472,1,909903,impressions,,,,,,,,,
355,355,1761994467,5849024132,1,650086,impressions,,,,,,,,,
356,356,1761994499,5371713440,1,62089,impressions,,,,,,,,,
357,357,1761994584,2168331128,2,836644,impressions,,,,,,,,,
358,358,1761994590,9973381663,3,829262,impressions,,,,,,,,,
359,359,1761994624,6860682825,2,994183,impressions,,,,,,,,,
360,360,1761994688,4716707766,1,402914,impressions,,,,,,,,,
361,361,1761994884,1792659806,2,874932,impressions,,,,,,,,,
362,362,1761994907,8041180899,2,856851,impressions,,,,,,,,,
363,363,1761994950,3785469574,2,39119,impressions,,,,,,,,,
364,364,1761994957,6635911305,1,81188,impressions,,,,,,,,,
365,365,1761995027,924361135,2,77639,impressions,,,,,,,,,
366,366,1761995223,9149892607,3,392627,impressions,,,,,,,,,
367,367,1761995311,9859553506,1,809152,impressions,,,,,,,,,
368,368,1761995500,1918571609,3,259720,impressions,,,,,,,,,
369,369,1761995567,9625230511,2,306775,impressions,,,,,,,,,
370,370,1761995702,3556648721,2,311851,impressions,,,,,,,,,
371,371,1761995733,8048607714,3,8857,impressions,,,,,,,,,
372,372,1761995943,8843244922,3,54939,impressions,,,,,,,,,
373,373,1761996106,2437603945,1,14989,impressions,,,,,,,,,
374,374,1761996168,5275625939,1,554456,impressions,,,,,,,,,
375,375,1761996221,9904332293,1,915301,impressions,,,,,,,,,
376,376,1761996264,8128101273,1,795174,impressions,,,,,,,,,
377,377,1761996287,848010983,1,509153,impressions,,,,,,,,,
378,378,1761996364,3021479105,2,977300,impressions,,,,,,,,,
379,379,1761996545,3329797214,1,904228,impressions,,,,,,,,,
380,380,1761996548,8399091561,3,707660,impressions,,,,,,,,,
381,381,1761996577,8563695095,3,631728,impressions,,,,,,,,,
382,382,1761996679,3245506578,2,650685,impressions,,,,,,,,,
383,383,1761996903,4417617510,2,708813,impressions,,,,,,,,,
384,384,1761996906,4881550710,1,656360,impressions,,,,,,,,,
385,385,1761996966,3097496574,3,929092,impressions,,,,,,,,,
386,386,1761997004,2460025199,2,686854,impressions,,,,,,,,,
387,387,1761997081,7724084100,3,466942,impressions,,,,,,,,,
388,388,1761997161,5520682435,3,279373,impressions,,,,,,,,,
389,389,1761997258,2913105281,2,862339,impressions,,,,,,,,,
390,390,1761997453,1480507826,2,289061,impressions,,,,,,,,,
391,391,1761997612,9942607039,3,971535,impressions,,,,,,,,,
392,392,1761997641,2738998066,2,208562,impressions,,,,,,,,,
393,393,1761997818,6755308877,1,233748,impressions,,,,,,,,,
394,394,1761997846,1018728973,1,142962,impressions,,,,,,,,,
395,395,1761998261,1432213500,1,360104,impressions,,,,,,,,,
396,396,1761998390,6178972049,3,69516,impressions,,,,,,,,,
397,397,1761998484,4924384476,3,200671,impressions,,,,,,,,,
398,398,1761998578,5961580558,2,369515,impressions,,,,,,,,,
399,399,1761998610,153133696,1,588319,impressions,,,,,,,,,
400,400,1761998641,6108405454,2,452552,impressions,,,,,,,,,
401,401,1761998644,8820052116,3,940764,impressions,,,,,,,,,
402,402,1761998708,4448752857,3,43177,impressions,,,,,,,,,
403,403,1761998850,6216841643,2,723113,impressions,,,,,,,,,
404,404,1761999043,9837981111,2,16284,impressions,,,,,,,,,
405,405,1761999079,7082893499,1,436822,impressions,,,,,,,,,
406,406,1761999174,2567678354,2,965583,impressions,,,,,,,,,
407,407,1761999197,3968546655,2,849424,impressions,,,,,,,,,
408,408,1761999289,8017207815,3,790188,impressions,,,,,,,,,
409,409,1761999313,2710593358,3,732801,impressions,,,,,,,,,
410,410,1761999416,8108081537,2,834106,impressions,,,,,,,,,
411,411,1761999468,5685871647,2,990357,impressions,,,,,,,,,
412,412,1761999515,9911191310,1,10055,impressions,,,,,,,,,
413,413,1761999606,2829580916,1,546939,impressions,,,,,,,,,
414,414,1761999618,642676078,1,844902,impressions,,,,,,,,,
415,415,1761999714,2099814374,1,361489,impressions,,,,,,,,,
416,416,1761999791,3461243700,2,522300,impressions,1762002290.0,clics,,,,,,,
417,417,1761999824,5623244382,2,213863,impressions,,,,,,,,,
418,418,1761999846,6652199024,1,388105,impressions,,,,,,,,,
419,419,1761999946,3985383204,1,292887,impressions,,,,,,,,,
420,420,1762000099,3735563951,2,673752,impressions,,,,,,,,,
421,421,1762000206,8996291376,1,531666,impressions,,,,,,,,,
422,422,1762000238,9928879266,3,409510,impressions,,,,,,,,,
423,423,1762000266,2016649217,3,504496,impressions,1762003225.0,clics,,,,,,,
